,img_id,label,sublabel,size,height,width,path,split
53,403,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00403.jpg,train
54,622,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00622.jpg,train
55,1580,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01580.jpg,train
56,394,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00394.jpg,train
57,177,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00177.jpg,train
58,833,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00833.jpg,train
59,1100,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01100.jpg,train
60,346,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00346.jpg,train
61,1744,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01744.jpg,train
62,1098,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01098.jpg,train
63,1491,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01491.jpg,train
64,402,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00402.jpg,train
65,1027,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01027.jpg,train
66,1033,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01033.jpg,train
67,908,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00908.jpg,train
68,888,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00888.jpg,train
69,919,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00919.jpg,train
70,1763,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01763.jpg,train
71,1328,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01328.jpg,train
72,936,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00936.jpg,train
73,1841,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01841.jpg,train
74,699,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00699.jpg,train
75,1943,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01943.jpg,train
76,1141,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01141.jpg,train
77,1677,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01677.jpg,train
78,342,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00342.jpg,train
79,494,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00494.jpg,train
80,66,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00066.jpg,train
81,1091,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01091.jpg,train
82,1786,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01786.jpg,train
83,1878,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01878.jpg,train
84,106,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00106.jpg,train
85,1390,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01390.jpg,train
86,14,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00014.jpg,train
87,853,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00853.jpg,train
88,724,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00724.jpg,train
89,836,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00836.jpg,train
90,1233,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01233.jpg,train
91,1483,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01483.jpg,train
92,971,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00971.jpg,train
93,313,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00313.jpg,train
94,1754,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01754.jpg,train
95,1779,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01779.jpg,train
96,1146,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01146.jpg,train
97,585,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00585.jpg,train
98,1247,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01247.jpg,train
99,1712,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01712.jpg,train
100,1010,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01010.jpg,train
101,1975,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01975.jpg,train
102,1133,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01133.jpg,train
103,1324,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01324.jpg,train
104,1441,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01441.jpg,train
105,1285,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01285.jpg,train
106,661,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00661.jpg,train
107,1856,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01856.jpg,train
108,247,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00247.jpg,train
109,922,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00922.jpg,train
110,1929,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01929.jpg,train
111,291,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00291.jpg,train
112,696,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00696.jpg,train
113,1905,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01905.jpg,train
114,848,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00848.jpg,train
115,1524,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01524.jpg,train
116,916,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00916.jpg,train
117,639,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00639.jpg,train
118,1380,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01380.jpg,train
119,569,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00569.jpg,train
120,1935,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01935.jpg,train
121,1909,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01909.jpg,train
122,1949,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01949.jpg,train
123,1238,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01238.jpg,train
124,341,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00341.jpg,train
125,574,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00574.jpg,train
126,414,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00414.jpg,train
127,781,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00781.jpg,train
128,410,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00410.jpg,train
129,1737,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01737.jpg,train
130,893,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00893.jpg,train
131,73,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00073.jpg,train
132,1165,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01165.jpg,train
133,504,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00504.jpg,train
134,802,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00802.jpg,train
135,1643,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01643.jpg,train
136,1425,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01425.jpg,train
137,1739,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01739.jpg,train
138,200,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00200.jpg,train
139,115,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00115.jpg,train
140,965,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00965.jpg,train
141,158,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00158.jpg,train
142,816,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00816.jpg,train
143,1038,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01038.jpg,train
144,1094,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01094.jpg,train
145,272,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00272.jpg,train
146,1919,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01919.jpg,train
147,427,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00427.jpg,train
148,1206,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01206.jpg,train
149,1,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00001.jpg,train
150,1300,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01300.jpg,train
151,790,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00790.jpg,train
152,92,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00092.jpg,train
153,1605,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01605.jpg,train
154,1963,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01963.jpg,train
155,406,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00406.jpg,train
156,1427,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01427.jpg,train
157,957,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00957.jpg,train
158,270,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00270.jpg,train
159,1817,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01817.jpg,train
160,1517,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01517.jpg,train
161,1731,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01731.jpg,train
162,355,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00355.jpg,train
163,1743,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01743.jpg,train
164,1946,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01946.jpg,train
165,309,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00309.jpg,train
166,148,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00148.jpg,train
167,547,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00547.jpg,train
168,70,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00070.jpg,train
169,296,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00296.jpg,train
170,1702,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01702.jpg,train
171,1861,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01861.jpg,train
172,1715,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01715.jpg,train
173,803,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00803.jpg,train
174,638,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00638.jpg,train
175,1272,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01272.jpg,train
176,1371,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01371.jpg,train
177,599,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00599.jpg,train
178,1395,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01395.jpg,train
179,8,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00008.jpg,train
180,745,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00745.jpg,train
181,793,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00793.jpg,train
182,1939,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01939.jpg,train
183,54,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00054.jpg,train
184,1565,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01565.jpg,train
185,1243,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01243.jpg,train
186,674,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00674.jpg,train
187,1015,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01015.jpg,train
188,125,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00125.jpg,train
189,863,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00863.jpg,train
190,273,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00273.jpg,train
191,352,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00352.jpg,train
192,1330,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01330.jpg,train
193,830,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00830.jpg,train
194,78,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00078.jpg,train
195,1391,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01391.jpg,train
196,859,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00859.jpg,train
197,407,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00407.jpg,train
198,123,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00123.jpg,train
199,1683,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01683.jpg,train
200,308,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00308.jpg,train
201,606,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00606.jpg,train
202,118,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00118.jpg,train
203,1781,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01781.jpg,train
204,1666,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01666.jpg,train
205,189,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00189.jpg,train
206,1405,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01405.jpg,train
207,419,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00419.jpg,train
208,924,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00924.jpg,train
209,1207,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01207.jpg,train
210,1594,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01594.jpg,train
211,937,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00937.jpg,train
212,1620,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01620.jpg,train
213,1144,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01144.jpg,train
214,1326,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01326.jpg,train
215,449,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00449.jpg,train
216,1309,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01309.jpg,train
217,387,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00387.jpg,train
218,979,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00979.jpg,train
219,1789,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01789.jpg,train
220,1837,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01837.jpg,train
221,1624,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01624.jpg,train
222,1940,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01940.jpg,train
223,1036,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01036.jpg,train
224,452,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00452.jpg,train
225,1735,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01735.jpg,train
226,1347,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01347.jpg,train
227,52,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00052.jpg,train
228,792,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00792.jpg,train
229,721,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00721.jpg,train
230,1037,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01037.jpg,train
231,380,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00380.jpg,train
232,191,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00191.jpg,train
233,1697,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01697.jpg,train
234,1765,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01765.jpg,train
235,1638,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01638.jpg,train
236,571,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00571.jpg,train
237,1519,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01519.jpg,train
238,1650,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01650.jpg,train
239,956,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00956.jpg,train
240,254,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00254.jpg,train
241,1434,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01434.jpg,train
242,1343,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01343.jpg,train
243,1812,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01812.jpg,train
244,1885,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01885.jpg,train
245,564,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00564.jpg,train
246,1882,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01882.jpg,train
247,1045,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01045.jpg,train
248,1648,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01648.jpg,train
