,img_id,label,sublabel,size,height,width,path,split
43,38,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00038.jpg,val
44,528,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00528.jpg,val
45,1865,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01865.jpg,val
46,1305,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01305.jpg,val
47,25,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00025.jpg,val
48,136,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00136.jpg,val
49,1132,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01132.jpg,val
50,207,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00207.jpg,val
51,268,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00268.jpg,val
52,1794,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01794.jpg,val
53,403,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00403.jpg,val
54,622,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00622.jpg,val
55,1580,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01580.jpg,val
56,394,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00394.jpg,val
57,177,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00177.jpg,val
58,833,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00833.jpg,val
59,1100,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01100.jpg,val
60,346,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00346.jpg,val
61,1744,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01744.jpg,val
62,1098,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01098.jpg,val
63,1491,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01491.jpg,val
64,402,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00402.jpg,val
65,1027,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01027.jpg,val
66,1033,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01033.jpg,val
67,908,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00908.jpg,val
68,888,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00888.jpg,val
69,919,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00919.jpg,val
70,1763,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01763.jpg,val
71,1328,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01328.jpg,val
72,936,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00936.jpg,val
73,1841,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01841.jpg,val
74,699,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00699.jpg,val
75,1943,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01943.jpg,val
76,1141,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01141.jpg,val
77,1677,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01677.jpg,val
78,342,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00342.jpg,val
79,494,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00494.jpg,val
80,66,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00066.jpg,val
81,1091,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01091.jpg,val
82,1786,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01786.jpg,val
83,1878,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01878.jpg,val
84,106,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00106.jpg,val
85,1390,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01390.jpg,val
86,14,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00014.jpg,val
87,853,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00853.jpg,val
88,724,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00724.jpg,val
89,836,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00836.jpg,val
90,1233,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01233.jpg,val
91,1483,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01483.jpg,val
92,971,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00971.jpg,val
93,313,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00313.jpg,val
94,1754,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01754.jpg,val
95,1779,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01779.jpg,val
96,1146,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01146.jpg,val
97,585,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00585.jpg,val
98,1247,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01247.jpg,val
99,1712,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01712.jpg,val
100,1010,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01010.jpg,val
101,1975,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01975.jpg,val
102,1133,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01133.jpg,val
103,1324,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01324.jpg,val
104,1441,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01441.jpg,val
105,1285,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01285.jpg,val
106,661,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00661.jpg,val
107,1856,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01856.jpg,val
108,247,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00247.jpg,val
109,922,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00922.jpg,val
110,1929,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01929.jpg,val
111,291,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00291.jpg,val
112,696,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00696.jpg,val
113,1905,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01905.jpg,val
114,848,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00848.jpg,val
115,1524,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01524.jpg,val
116,916,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00916.jpg,val
117,639,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00639.jpg,val
118,1380,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01380.jpg,val
119,569,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00569.jpg,val
120,1935,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01935.jpg,val
121,1909,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01909.jpg,val
122,1949,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01949.jpg,val
123,1238,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01238.jpg,val
124,341,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00341.jpg,val
125,574,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00574.jpg,val
126,414,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00414.jpg,val
127,781,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00781.jpg,val
128,410,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00410.jpg,val
129,1737,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01737.jpg,val
130,893,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00893.jpg,val
131,73,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00073.jpg,val
132,1165,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01165.jpg,val
133,504,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00504.jpg,val
134,802,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00802.jpg,val
135,1643,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01643.jpg,val
136,1425,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01425.jpg,val
137,1739,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01739.jpg,val
138,200,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00200.jpg,val
139,115,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00115.jpg,val
140,965,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00965.jpg,val
141,158,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00158.jpg,val
142,816,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00816.jpg,val
143,1038,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01038.jpg,val
144,1094,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01094.jpg,val
145,272,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00272.jpg,val
146,1919,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01919.jpg,val
147,427,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00427.jpg,val
148,1206,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01206.jpg,val
149,1,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00001.jpg,val
150,1300,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01300.jpg,val
151,790,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00790.jpg,val
152,92,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00092.jpg,val
153,1605,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01605.jpg,val
154,1963,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01963.jpg,val
155,406,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00406.jpg,val
156,1427,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01427.jpg,val
157,957,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00957.jpg,val
158,270,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00270.jpg,val
159,1817,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01817.jpg,val
160,1517,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01517.jpg,val
161,1731,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01731.jpg,val
162,355,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00355.jpg,val
163,1743,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01743.jpg,val
164,1946,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01946.jpg,val
165,309,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00309.jpg,val
166,148,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00148.jpg,val
167,547,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00547.jpg,val
168,70,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00070.jpg,val
169,296,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00296.jpg,val
170,1702,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01702.jpg,val
171,1861,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01861.jpg,val
172,1715,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01715.jpg,val
173,803,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00803.jpg,val
174,638,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00638.jpg,val
175,1272,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01272.jpg,val
176,1371,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01371.jpg,val
177,599,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00599.jpg,val
178,1395,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01395.jpg,val
179,8,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00008.jpg,val
180,745,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00745.jpg,val
181,793,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00793.jpg,val
182,1939,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01939.jpg,val
183,54,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00054.jpg,val
184,1565,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01565.jpg,val
185,1243,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01243.jpg,val
186,674,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00674.jpg,val
187,1015,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01015.jpg,val
188,125,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00125.jpg,val
189,863,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00863.jpg,val
190,273,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00273.jpg,val
191,352,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00352.jpg,val
192,1330,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01330.jpg,val
193,830,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00830.jpg,val
194,78,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00078.jpg,val
195,1391,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01391.jpg,val
196,859,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00859.jpg,val
197,407,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00407.jpg,val
198,123,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00123.jpg,val
199,1683,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01683.jpg,val
200,308,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00308.jpg,val
201,606,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00606.jpg,val
202,118,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00118.jpg,val
203,1781,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01781.jpg,val
204,1666,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01666.jpg,val
205,189,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00189.jpg,val
206,1405,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01405.jpg,val
207,419,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00419.jpg,val
208,924,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00924.jpg,val
209,1207,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01207.jpg,val
210,1594,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01594.jpg,val
211,937,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00937.jpg,val
212,1620,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01620.jpg,val
213,1144,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01144.jpg,val
214,1326,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01326.jpg,val
215,449,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc00449.jpg,val
216,1309,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01309.jpg,val
217,387,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00387.jpg,val
218,979,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00979.jpg,val
219,1789,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01789.jpg,val
220,1837,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01837.jpg,val
221,1624,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01624.jpg,val
222,1940,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01940.jpg,val
223,1036,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01036.jpg,val
224,452,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00452.jpg,val
225,1735,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01735.jpg,val
226,1347,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01347.jpg,val
227,52,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00052.jpg,val
228,792,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00792.jpg,val
229,721,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00721.jpg,val
230,1037,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01037.jpg,val
231,380,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00380.jpg,val
232,191,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00191.jpg,val
233,1697,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01697.jpg,val
234,1765,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01765.jpg,val
235,1638,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01638.jpg,val
236,571,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00571.jpg,val
237,1519,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01519.jpg,val
238,1650,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01650.jpg,val
239,956,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00956.jpg,val
240,254,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00254.jpg,val
241,1434,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01434.jpg,val
242,1343,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01343.jpg,val
243,1812,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01812.jpg,val
244,1885,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01885.jpg,val
245,564,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc00564.jpg,val
246,1882,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01882.jpg,val
247,1045,bcc,bcc,"(1024, 1024, 3)",1024,1024,../data/three_class/train/bcc/bcc01045.jpg,val
248,1648,bcc,bcc,"(450, 600, 3)",450,600,../data/three_class/train/bcc/bcc01648.jpg,val
